,Precio,Currency,Precio_EUR,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Country,City,Number of views last 7 days
2299,189000.0,EUR,189000.0,Motor Yacht,Valkkruiser power boats,"Used boat,Diesel",2005,13.6,4.25,Steel,Netherlands , Op aanvraag - Auf Anfrage - On Request,81
2300,195000.0,EUR,195000.0,Flybridge,Ferretti power boats,Used boat,2005,14.4,4.33,GRP,Spain , Barcellona,129
2301,195000.0,EUR,195000.0,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2015,11.51,3.62,PVC,France ," BORMES LES MIMOSAS, France",74
2302,195000.0,EUR,195000.0,Motor Yacht,Succes power boats,Used boat,2011,12.0,4.33,Steel,Netherlands , In verkoophaven,93
2303,195000.0,EUR,195000.0,"Classic,House Boat,Motor Yacht",unknown,"Used boat,Diesel",1967,22.0,5.8,Steel,Germany , Bremen ,394
2304,195000.0,EUR,195000.0,Motor Yacht,van der Heijden power boats,"Used boat,Diesel",2010,13.5,4.25,Steel,Germany , Rhein ,302
2305,195000.0,EUR,195000.0,Cabin Boat,Kiel Classic power boats,"Used boat,Diesel",2008,10.5,3.0,unknown,Germany , Lake Constance ,283
2306,194900.0,EUR,194900.0,Motor Yacht,Piculjan Marine power boats,"Used boat,Diesel",2007,12.0,3.0,GRP,Croatia (Hrvatska) , Kvarner,102
2307,194900.0,EUR,194900.0,Hardtop,Piculjan Marine power boats,"Used boat,Diesel",2007,12.37,3.72,GRP,Slovenia , Kvarner - Croatia,41
2308,194300.0,EUR,194300.0,Wakeboard/Wakesurf,Nautique power boats,"new boat on order,Unleaded",2020,8.31,2.59,GRP,Germany , Rheinland-Pfalz ,100
2309,210000.0,CHF,218400.0,Runabout,Ganz Boats power boats,"Display Model,Unleaded",2019,7.6,2.5,GRP,Switzerland , Lake of Zurich ,122
2310,194000.0,EUR,194000.0,Trawler,Pedro power boats,"new boat from stock,Diesel",0,9.1,3.3,Steel,Netherlands , In verkoophaven,56
2311,194000.0,EUR,194000.0,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2015,10.98,4.0,PVC,France ," 29200 BREST, 29200 BREST",59
2312,194000.0,EUR,194000.0,Motor Yacht,Windy power boats,"Used boat,Diesel",2008,10.85,3.1,GRP,Germany , Baden-W¼rttemberg ,125
2313,193920.0,EUR,193920.0,Hardtop,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,9.95,3.35,PVC,France ," ARZON, France",67
2314,209000.0,CHF,217360.0,Motor Yacht,Linssen power boats,"Used boat,Diesel",2013,9.75,3.26,Steel,Switzerland , Lago Maggiore ,216
2315,197500.0,EUR,197500.0,Hardtop,Bavaria power boats,"new boat from stock,Unleaded",2018,11.65,3.99,unknown,Italy , Moniga del Garda (BS),196
2316,197500.0,EUR,197500.0,Motor Yacht,unknown,Used boat,2002,13.55,4.15,Steel,Netherlands , Grou,63
2317,197500.0,EUR,197500.0,Motor Yacht,van der Heijden power boats,Used boat,2000,14.95,4.5,Steel,Netherlands , In verkoophaven,51
2318,197431.0,EUR,197431.0,Motor Yacht,AluVenture power boats,Used boat,2018,11.0,2.9,Aluminium,Estonia ," Tallinn, (EST)",69
2319,1468500.0,DKK,190905.0,Hardtop,Bavaria power boats,"Used boat,Diesel",2016,10.94,3.31,GRP,Germany , Berlin ,166
2320,197000.0,EUR,197000.0,House Boat,unknown,"new boat from stock,Unleaded",0,18.0,5.0,Steel,Germany , Hamburg ,87
2321,197000.0,EUR,197000.0,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2016,10.94,3.31,GRP,Germany , Allert marin - Ausstellung,101
2322,197000.0,EUR,197000.0,Sport Boat,Marine Yachting power boats,"Used boat,Diesel",2010,13.8,4.0,GRP,Italy , Mar Tirreno,47
2323,197000.0,EUR,197000.0,Motor Yacht,Princess power boats,"Used boat,Diesel",2004,13.0,4.0,GRP,Croatia (Hrvatska) , Kvarner,168
2324,196000.0,EUR,196000.0,Flybridge,Posillipo power boats,"Used boat,Diesel",1991,18.0,4.74,GRP,Germany , Tarragona,103
2325,196000.0,EUR,196000.0,House Boat,unknown,"Used boat,Diesel",2009,13.2,4.8,GRP,Germany , Brandenburg,224
2326,195755.0,EUR,195755.0,Motor Yacht,Delphia power boats,"new boat from stock,Diesel",2020,10.8,3.45,GRP,Poland , ab Werk,79
2327,210000.0,CHF,218400.0,Sport Boat,Chris Craft power boats,"new boat from stock,Unleaded",0,8.13,2.59,GRP,Switzerland , Vierwaldst¤ttersee ,302
2328,210000.0,CHF,218400.0,Runabout,Chris Craft power boats,"new boat from stock,Unleaded",2018,8.13,2.59,GRP,Switzerland , Lago Maggiore ,167
2329,199000.0,EUR,199000.0,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2009,13.36,4.16,GRP,Croatia (Hrvatska) , Dalmatien,60
2330,199000.0,EUR,199000.0,Motor Yacht,Performance power boats,"Used boat,Diesel",2004,13.9,3.7,GRP,Italy,,67
2331,199000.0,EUR,199000.0,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2011,13.22,4.41,GRP,Spain , Mallorca ,101
2332,199000.0,EUR,199000.0,Hardtop,Jeanneau power boats,"Used boat,Unleaded",2019,10.0,3.0,PVC,Croatia (Hrvatska) ," Zadar, Croatie",27
2333,199000.0,EUR,199000.0,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2011,11.8,3.99,GRP,Germany , Ausstellung Allert marin Werder (Havel),98
2334,199000.0,EUR,199000.0,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2015,13.29,3.99,GRP,Germany , OSNABRCK,117
2335,199000.0,EUR,199000.0,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,13.5,4.09,PVC,France ," PORT LEUCATE, PORT LEUCATE",60
2336,199000.0,EUR,199000.0,Hardtop,Jeanneau power boats,"Used boat,Diesel",2015,11.62,3.62,unknown,France,,90
2337,199000.0,EUR,199000.0,Motor Yacht,Jeanneau power boats,"Used boat,Unleaded",2019,10.44,3.32,GRP,Croatia (Hrvatska) , INFO DD-YACHTING,37
2338,199000.0,EUR,199000.0,Hardtop,Jeanneau power boats,"Used boat,Diesel",2016,11.62,3.62,PVC,France ," Olron, France",98
2339,199000.0,EUR,199000.0,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,13.5,4.09,PVC,France ," SAINT LAURENT DU VAR, SAINT LAURENT DU VAR",59
2340,199000.0,EUR,199000.0,Hardtop,Menorquin power boats,"Used boat,Diesel",2007,12.0,3.0,GRP,Croatia (Hrvatska) , Dalmatia,46
2341,199000.0,EUR,199000.0,House Boat,unknown,"Used boat,Unleaded",2019,11.5,4.5,Reinforced concrete,Germany , Kiel- Laboe,169
2342,199000.0,EUR,199000.0,Motor Yacht,Atlantis power boats,"Used boat,Diesel",2008,13.96,4.2,GRP,Malta , Paceville,86
2343,199000.0,EUR,199000.0,Flybridge,Conam power boats,"Used boat,Diesel",1996,17.15,4.3,GRP,Belgium , Op aanvraag - Auf Anfrage - On request,229
2344,199000.0,EUR,199000.0,Hardtop,Jeanneau power boats,"Used boat,Diesel",2017,10.6,3.7,PVC,France ," 29200 BREST, France",46
2345,200000.0,EUR,200000.0,Motor Yacht,Baia power boats,Used boat,2001,14.7,4.2,GRP,Croatia (Hrvatska) , Dalmatia (HR),169
2346,200000.0,EUR,200000.0,Flybridge,Aqualum power boats,Used boat,2007,13.4,4.25,GRP,Italy,,126
2347,199999.0,EUR,199999.0,Motor Yacht,unknown,new boat from stock,2017,11.58,3.2,GRP,Turkey , onbekend,79
2348,199999.0,EUR,199999.0,Cabin Boat,Sunseeker power boats,"Used boat,Diesel",2004,14.76,4.2,Plastic,Croatia (Hrvatska) , Split ,1230
2349,199990.0,EUR,199990.0,Flybridge,Pfeil power boats,"Used boat,Diesel",1991,16.2,4.9,GRP,Croatia (Hrvatska) , INFO BOOTE RIEDL,49
2350,199900.0,EUR,199900.0,Flybridge,Jeanneau power boats,"Used boat,Diesel",2009,13.36,4.16,GRP,Croatia (Hrvatska) , INFO BOOTE RIEDL DUBROVNIK,180
2351,199900.0,EUR,199900.0,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2010,13.4,4.2,PVC,France ," CAP D'AGDE, CAP D'AGDE",66
2352,199900.0,EUR,199900.0,Motor Yacht,Atlantic Motor Yachts power boats,"Used boat,Diesel",1999,13.1,4.27,GRP,Germany , D West,54
2353,199900.0,EUR,199900.0,Motor Yacht,Greenline power boats,"new boat from stock,Diesel",2018,9.99,3.49,GRP,Netherlands , Lelystad,116
2354,199900.0,EUR,199900.0,Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,9.63,3.32,PVC,France ," Ajaccio, France",68
2355,199900.0,EUR,199900.0,Trawler,Topaz power boats,Used boat,1995,14.85,4.8,Steel,Netherlands , Sneek,36
2356,199900.0,EUR,199900.0,Motor Yacht,Chris Craft power boats,"Used boat,Unleaded",2016,10.36,3.05,GRP,Spain , Baleares ,160
2357,199900.0,EUR,199900.0,Hardtop,Flipper power boats,"new boat on order,Unleaded",2020,9.02,3.15,GRP,Spain , Baleares ,153
2358,199900.0,EUR,199900.0,Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2020,9.23,2.98,GRP,Germany , 2,71
2359,209000.0,EUR,209000.0,Trawler,Linssen power boats,"Used boat,Diesel",2000,13.2,4.55,Steel,Germany , L¼becker Bucht,98
2360,209000.0,EUR,209000.0,Motor Yacht,Valk power boats,Used boat,1999,14.9,4.45,Steel,Netherlands , onbekend,134
2361,209000.0,EUR,209000.0,Motor Yacht,Galeon power boats,"Used boat,Diesel",2017,10.9,3.35,GRP,Croatia (Hrvatska),,87
2362,209000.0,EUR,209000.0,Hardtop,Jeanneau power boats,"new boat from stock,Unleaded",2020,10.5,3.35,PVC,France ," BORMES LES MIMOSAS, France",114
2364,208500.0,EUR,208500.0,Trawler,Pedro power boats,"new boat from stock,Diesel",0,9.1,3.4,Steel,Netherlands , In verkoophaven,99
2365,208313.0,EUR,208313.0,Motor Yacht,Rhea power boats,new boat from stock,0,10.6,3.15,GRP,Netherlands , In verkoophaven,125
2366,208000.0,EUR,208000.0,Hardtop,Jeanneau power boats,"Used boat,Diesel",2008,11.98,4.16,GRP,Italy , Liguria ,45
2367,189000.0,GBP,215459.99999999997,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2000,17.07,4.6,GRP,France , Napoule,115
2368,206000.0,EUR,206000.0,Motor Yacht,Viper power boats,"new boat from stock,Unleaded",0,9.8,3.0,GRP,Germany , 2,30
2369,205000.0,EUR,205000.0,Motor Yacht,Ferretti power boats,"Used boat,Diesel",1994,18.99,5.11,GRP,Portugal , Lisbon,93
2370,205000.0,EUR,205000.0,Flybridge,Sealine power boats,"Used boat,Diesel",2009,12.9,4.21,GRP,Italy , Liguria ,135
2371,205000.0,EUR,205000.0,Trawler,Valk power boats,Used boat,2010,15.2,4.55,Steel,Netherlands , In verkoophaven,110
2372,205000.0,EUR,205000.0,Motor Yacht,Terra Nauta power boats,"Used boat,Diesel",2009,11.99,3.99,GRP,Croatia (Hrvatska),,85
2373,205000.0,EUR,205000.0,Flybridge,Sea Ray power boats,"Used boat,Diesel",2006,14.08,4.27,PVC,Spain , ZUMAIA,69
2374,205000.0,EUR,205000.0,House Boat,Feltz power boats,"new boat from stock,Unleaded",2018,14.99,4.8,Steel,Germany , Hamburg ,236
2375,212000.0,EUR,212000.0,Hardtop,Bavaria power boats,"Used boat,Diesel",2014,12.95,3.99,GRP,Croatia (Hrvatska) , INFO DD-YACHTING,132
2376,212000.0,EUR,212000.0,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,10.45,3.37,GRP,Germany , Bnningstedt,76
2377,229000.0,CHF,238160.0,Hardtop,Saga power boats,"Used boat,Diesel",2013,11.0,3.47,GRP,Switzerland , Vierwaldst¤ttersee ,247
2378,211800.0,EUR,211800.0,Sport Boat,Fjord power boats,"Used boat,Diesel",2017,11.5,3.64,GRP,Croatia (Hrvatska) , Split,187
2379,1575000.0,DKK,204750.0,Flybridge,Cranchi power boats,Diesel,2004,15.72,4.33,GRP,Denmark , Middelhavet,73
2380,211106.0,EUR,211106.0,Motor Yacht,Jeanneau power boats,"new boat from stock,Unleaded",0,10.56,3.32,GRP,Germany , 2,72
2381,210900.0,EUR,210900.0,Hardtop,Galeon power boats,"new boat from stock,Unleaded",0,10.2,3.35,GRP,Germany , AB WERFT,81
2382,210000.0,EUR,210000.0,Motor Yacht,Premier power boats,"Used boat,Diesel",1995,15.24,4.57,Steel,Spain , Valencia,45
2383,210000.0,EUR,210000.0,Sport Boat,unknown,"Used boat,Diesel",2015,9.9,3.9,unknown,Italy , Sardegna ,215
2384,210000.0,EUR,210000.0,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2005,13.13,3.83,GRP,Portugal , Lisbon,53
2385,210000.0,EUR,210000.0,Flybridge,Cranchi power boats,"Used boat,Diesel",2004,15.72,4.33,GRP,Spain , Costa Brava ,102
2386,210000.0,EUR,210000.0,Motor Yacht,Princess power boats,"Used boat,Diesel",2003,14.63,3.96,GRP,Croatia (Hrvatska) , Split,88
2387,210000.0,EUR,210000.0,Flybridge,Jeanneau power boats,"Used boat,Diesel",2011,10.92,3.72,GRP,Croatia (Hrvatska),,116
2388,210000.0,EUR,210000.0,Flybridge,Rodman power boats,"Used boat,Diesel",2007,13.67,4.2,PVC,Spain ," PALMA, Espagne",39
2389,210000.0,EUR,210000.0,Trawler,Gruno power boats,Used boat,2008,13.4,4.1,Steel,Netherlands , In verkoophaven,76
2390,210000.0,EUR,210000.0,Motor Yacht,Princess power boats,"Used boat,Diesel",2003,14.88,3.95,unknown,Italy , Nord Adria,87
2391,199000.0,GBP,226859.99999999997,Motor Yacht,Fairline power boats,"Used boat,Diesel",2008,13.41,3.99,GRP,Spain , Puerto Portals,69
2392,218000.0,EUR,218000.0,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2013,11.25,3.72,PVC,France ," LA TRINITE SUR MER, France",35
2393,218000.0,EUR,218000.0,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2015,11.43,3.84,GRP,Spain , INFO DD-YACHTING,66
2394,235000.0,CHF,244400.0,Pilothouse,Bavaria power boats,"new boat from stock,Unleaded",2017,10.95,3.31,GRP,Switzerland , Neuenburgersee ,216
2395,1616900.0,DKK,210197.0,Motor Yacht,Bavaria power boats,new boat from stock,2020,11.66,3.59,unknown,Denmark , Ab v¦rft,177
2396,217300.0,EUR,217300.0,Motor Yacht,Jeanneau power boats,new boat from stock,2019,9.79,3.62,unknown,Italy , Campania ,60
2397,216590.0,EUR,216590.0,Motor Yacht,Aquador power boats,"new boat from stock,Diesel",2019,8.25,3.05,GRP,Germany , L¼becker Bucht ,84
2398,196795.0,GBP,224346.3,Hardtop,Jeanneau power boats,new boat from stock,2020,10.03,3.07,unknown,United Kingdom ," Swanwick, Swanwick",44
2399,232900.0,CHF,242216.0,Motor Yacht,Viper power boats,"new boat from stock,Unleaded",2020,9.8,3.0,GRP,Switzerland , Lake Constance ,220
2400,215127.0,EUR,215127.0,Motor Yacht,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,9.95,3.35,unknown,Spain ," Palma, Espagne",55
2401,215000.0,EUR,215000.0,Motor Yacht,unknown,"Used boat,Diesel",2004,17.53,4.65,unknown,Italy , Friuli Venezia Giulia ,149
2402,215000.0,EUR,215000.0,Flybridge,Fairline power boats,"Used boat,Diesel",2002,14.59,4.32,GRP,Portugal , Lisbon,71
2403,215000.0,EUR,215000.0,Motor Yacht,Princess power boats,"Used boat,Diesel",2008,14.35,3.99,GRP,Montenegro,,228
2404,215000.0,EUR,215000.0,Motor Yacht,Ilver power boats,Used boat,2000,15.0,4.25,GRP,Malta,,134
2405,215000.0,EUR,215000.0,Flybridge,Princess power boats,"Used boat,Diesel",1999,15.9,4.47,unknown,Italy , Aprilia Marittima di Latisana,169
2406,220000.0,EUR,220000.0,Motor Yacht,Marex power boats,Used boat,2019,9.99,3.3,unknown,Croatia (Hrvatska) ," Sibenik, Kroati«",144
2407,220000.0,EUR,220000.0,Flybridge,Raffaelli power boats,"Used boat,Diesel",2002,15.83,4.3,unknown,Italy , Adriatic Sea,49
2408,220000.0,EUR,220000.0,Hardtop,BÃ©nÃ©teau power boats,Used boat,2011,12.9,3.99,GRP,Italy , Campania ,61
2409,220000.0,EUR,220000.0,Cabin Boat,Majoni power boats,"Used boat,Diesel",2010,11.69,3.66,GRP,Spain , Mallorca ,66
2410,220000.0,EUR,220000.0,Motor Yacht,Baia power boats,Used boat,2004,17.0,4.75,unknown,Italy , Campania ,161
2411,220000.0,EUR,220000.0,Flybridge,Princess power boats,"Used boat,Diesel",1995,17.83,5.18,unknown,Montenegro , Porto Montenegro,101
2412,220000.0,EUR,220000.0,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2016,11.15,3.74,GRP,Netherlands , INFO DD-YACHTING,129
2413,220000.0,EUR,220000.0,Pontoon Boat,Rizzardi power boats,"Used boat,Diesel",2004,16.1,4.35,GRP,Italy , Lazio ,116
2414,220000.0,EUR,220000.0,Motor Yacht,Carver power boats,"Used boat,Diesel",1998,15.0,4.0,GRP,Croatia (Hrvatska) , Dalmatia,103
2415,220000.0,EUR,220000.0,Hardtop,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,9.95,3.32,PVC,France ," ARCACHON, France",72
2416,220000.0,EUR,220000.0,Hardtop,Gobbi power boats,"Used boat,Diesel",2004,16.02,4.4,unknown,Italy , Lazio ,313
2417,220000.0,EUR,220000.0,Flybridge,Riva power boats,Used boat,1997,17.28,4.75,GRP,Netherlands , Altea (ES),137
2418,220000.0,EUR,220000.0,Motor Yacht,Baia power boats,"Used boat,Diesel",2009,12.57,4.61,GRP,Italy , Puglia,54
2419,220000.0,EUR,220000.0,Cabin Boat,Sunseeker power boats,"Used boat,Diesel",2004,14.76,4.2,unknown,France , C´te d'Azur ,869
2420,220000.0,EUR,220000.0,"Hardtop,Motor Yacht",Galeon power boats,"Used boat,Diesel",2010,11.7,3.66,GRP,Germany , Bodensee,1153
2421,220000.0,EUR,220000.0,Motor Yacht,unknown,Used boat,1991,23.0,5.8,GRP,Italy , Campania ,157
2422,225000.0,EUR,225000.0,Flybridge,Portofino Marine power boats,"Used boat,Diesel",2004,14.25,4.25,GRP,Croatia (Hrvatska),,58
2423,225000.0,EUR,225000.0,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,9.99,3.53,GRP,France , C´te d'Azur ,58
2424,225000.0,EUR,225000.0,Hardtop,Jeanneau power boats,"Used boat,Diesel",2011,13.34,4.17,unknown,Italy , Adriatic Sea,83
2425,225000.0,EUR,225000.0,Motor Yacht,Vacance power boats,Used boat,2004,13.5,4.2,Steel,Germany , In verkoophaven,78
2426,225000.0,EUR,225000.0,Sport Boat,AXOPAR power boats,"new boat from stock,Unleaded",2019,11.2,3.3,GRP,Germany , Ausstellungshalle Traben Trarbach ,272
2427,225000.0,EUR,225000.0,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2009,14.8,4.27,PVC,France ," Ajaccio, France",82
2428,225000.0,EUR,225000.0,Flybridge,Hatteras power boats,"Used boat,Diesel",1987,20.0,4.97,GRP,Italy , Casamicciola Terme,59
2429,225000.0,EUR,225000.0,Motor Yacht,Nimbus power boats,"Used boat,Diesel",2017,10.07,3.25,GRP,Germany , Hessen ,169
2430,225000.0,EUR,225000.0,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,12.17,4.2,GRP,Italy , Liguria ,82
2431,225000.0,EUR,225000.0,Flybridge,Princess power boats,"Used boat,Diesel",2004,13.49,4.14,GRP,Croatia (Hrvatska) , 22000,82
2432,225000.0,EUR,225000.0,Trawler,Pacific power boats,"Used boat,Diesel",1995,14.95,4.25,Steel,Netherlands , Op aanvraag - Auf Anfrage - On request,69
2433,225000.0,EUR,225000.0,Hardtop,Absolute power boats,"Used boat,Diesel",2008,14.6,4.35,unknown,Italy , Liguria ,123
2434,225000.0,EUR,225000.0,Trawler,unknown,Used boat,1951,38.6,5.07,Steel,Netherlands , Rotterdam,34
2435,225000.0,EUR,225000.0,Motor Yacht,Apreamare power boats,Used boat,2004,12.08,4.48,GRP,Netherlands,,89
2436,225000.0,EUR,225000.0,Center console boat,Innovazioni e Progetti power boats,Used boat,2009,14.7,4.64,GRP,Italy , Campania ,62
2437,225000.0,EUR,225000.0,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",2008,12.96,4.15,GRP,Italy , Friuli Venezia Giulia ,186
2438,230000.0,EUR,230000.0,Trawler,Succes power boats,"Used boat,Diesel",2010,14.9,4.2,Steel,Germany , onbekend,109
2439,230000.0,EUR,230000.0,Flybridge,unknown,Used boat,1999,15.4,5.0,GRP,Italy , Liguria ,53
2440,230000.0,EUR,230000.0,Sport Boat,Cantieri di Sarnico power boats,"Used boat,Diesel",2008,13.07,4.16,GRP,Italy , Sardegna ,81
2441,230000.0,EUR,230000.0,Motor Yacht,Marex power boats,"Used boat,Diesel",2011,11.37,3.5,GRP,Croatia (Hrvatska) , 22000,127
